cluster2514	14.222040858	0.007940838	79	3.52979799980858
cluster4051	13.536059391	0.009459161	72	1.72009299994534
cluster1546	19.097892525	0.016116365	89	3.95215099996949
cluster4838	23.984076855	0.005772341	71	-0.614475000256789
cluster2288	25.966716672	0.010403332	82	5.41478500003359
cluster3550	1.208516253	0.000961429	0	0.317266999936692
cluster4947	53.01223809	0.025759105	86	3.01862900007654
cluster1909	27.154865662	0.016144391	89	3.28025399992839
cluster1862	15.586639388	0.004089908	75	7.08279300012509
cluster2790	0.001612	1.00E-06	0	1.3094730001103
cluster4183	18.159531399	0.012328263	83	1.67870799994307
cluster3050	7.560270848	0.004543432	76	2.58348899995508
cluster2941	54.548747575	0.008424517	91	9.5690069993143
cluster2754	14.248521639	0.004577103	77	2.40419600026144
cluster4892	9.635514048	0.007872152	75	2.64361500001996
cluster3888	13.994928938	0.005922526	68	2.2009070002041
cluster4216	13.652302781	0.004626331	78	-0.284563999895909
cluster2588	8.7048371	0.00766946	73	1.32890700001917
cluster3787	32.908163743	0.023623951	88	5.47197100006269
cluster2033	26.49431334	0.007920572	88	2.99616600060108
cluster5558	29.59552782	0.008186868	88	0.752818000422849
cluster5415	6.200659512	0.004005594	73	3.74256799997056
cluster3273	32.159383926	0.029694722	87	2.7104860000436
cluster1912	13.096940508	0.004257783	79	4.75956299986865
cluster2114	10.799542215	0.015583755	86	2.45718500000385
cluster4296	19.891787648	0.016358378	77	0.853223999984039
cluster3374	8.31402612	0.00723588	76	-0.551807000008921
cluster2952	13.802632011	0.009809973	80	3.31699699995443
cluster3014	13.84845329	0.008352505	81	0.919345999933284
cluster3015	12.82615997	0.013430534	82	4.91076900001372
cluster5440	43.314946062	0.011909526	95	12.1198929999482
cluster3640	13.597951437	0.010278119	74	3.38936200001808
cluster4289	29.595786885	0.021064617	91	4.19403299995975
cluster4937	11.342930472	0.011778744	72	1.83059199997388
cluster1562	0.001191	1.00E-06	0	1.7815489999557
cluster1771	25.51468205	0.03019489	84	5.00708100002521
cluster4474	20.51859438	0.008443866	75	5.68893999969987
cluster2258	36.961332639	0.022857967	94	6.19227100005082
cluster4292	10.80001299	0.002612485	67	2.8700410002275
cluster3204	47.769071775	0.041574475	95	4.08272100000158
cluster4583	7.395529526	0.006562138	72	2.19580599999972
cluster5016	19.708529364	0.007765378	80	4.10689600048863
cluster3330	23.861582976	0.007328496	82	0.817137000241928
cluster1445	24.640301298	0.012432039	89	5.81603200000973
cluster2068	13.614479519	0.009988613	72	3.46278499992331
cluster2234	16.619061564	0.013712097	83	1.17809099997885
cluster2835	26.074217709	0.021146973	94	2.44698199997038
cluster4327	18.93002604	0.008302643	84	2.15018500012957
cluster297	42.1116896	0.0108872	95	5.25318199993853
cluster5579	7.143112377	0.002552023	71	1.62203200006661
cluster4746	21.064937796	0.012751173	81	1.5541310000408
cluster3831	17.512018797	0.009843743	71	2.8987439999637
cluster3529	0.002629	1.00E-06	0	-2.99554399988483
cluster3490	83.82854697	0.040594938	97	11.3012439996564
cluster4243	29.178411912	0.012870936	88	2.90842200040424
cluster2089	18.039460146	0.010655322	88	2.91605099999288
cluster5062	19.6102548	0.02215848	88	3.40038100001129
cluster726	9.995344911	0.010995979	73	4.00943900002585
cluster3887	54.624090956	0.018379573	95	9.85789799998383
